Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,,,User_Score,User_Count
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,0.31,0.19,0,0.03,0.53,,,6.6,10
NBA 06,PS2,2005,Sports,Sony Computer Entertainment,0.26,0.2,0,0.07,0.53,,,6.3,27
Inazuma Eleven,DS,2008,Role-Playing,Nintendo,0,0.13,0.38,0.02,0.53,,,,
Excite Truck,Wii,2006,Racing,Nintendo,0.39,0.03,0.08,0.04,0.53,,,8.4,83
Phoenix Wright: Ace Attorney - Justice for All,DS,2006,Adventure,Capcom,0.21,0.04,0.26,0.03,0.53,,,,
Spider-Man,N64,2000,Action,Activision,0.43,0.09,0,0.01,0.53,,,,
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0,0.53,,,7.6,9
Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive,0.42,0.07,0,0.04,0.53,,,tbd,
X-Men Legends,GC,2004,Role-Playing,Activision,0.41,0.11,0,0.01,0.53,,,8.5,11
Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016,Action,Nintendo,0.05,0.21,0.25,0.02,0.53,,,,
G-Force,DS,2009,Action,Disney Interactive Studios,0.26,0.21,0,0.05,0.53,,,9,5
Front Mission 2,PS,1997,Strategy,SquareSoft,0,0,0.49,0.03,0.53,,,,
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.19,0.29,0,0.04,0.53,,,8.3,833
Jewel Master Egypt,DS,2009,Puzzle,Rondomedia,0.21,0.27,0,0.05,0.53,,,tbd,
ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,0.11,0.26,0.02,0.14,0.53,,,7.7,22
LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.23,0,0.04,0.53,,,6.1,18
WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,0.35,0.13,0,0.05,0.53,,,8.3,4
Are You Smarter Than A 5th Grader?,DS,2007,Misc,Mindscape,0.48,0,0,0.04,0.53,,,tbd,
Oni,PS2,2001,Action,Take-Two Interactive,0.26,0.2,0,0.07,0.53,,,7.8,22
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,0.35,0.09,0,0.08,0.53,,,6.4,9
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.49,0,0,0.04,0.53,,,5.4,10
Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,0.53,,,3.9,70
How to Train Your Dragon,DS,2010,Action,Activision,0.31,0.17,0,0.05,0.53,,,tbd,
The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,0.41,0.11,0,0.01,0.53,,,8.7,23
Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0,0.09,0.53,,,8.6,1847
Juiced,PS2,2005,Racing,THQ,0.26,0.2,0,0.07,0.53,,,7.7,24
The Warriors,PS2,2005,Action,Take-Two Interactive,0.44,0.02,0,0.07,0.53,,,8.5,72
J-League Soccer: Prime Goal 2,SNES,1994,Sports,Namco Bandai Games,0,0,0.53,0,0.53,,,,
Star Fox Command,DS,2006,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,,,7.3,56
Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0.36,0.12,0,0.05,0.53,,,5.1,235
Wayne Gretzky's 3D Hockey,N64,1996,Sports,Nintendo,0.49,0.03,0,0,0.53,,,,
NASCAR 2000,N64,1999,Racing,Electronic Arts,0.49,0.03,0,0,0.53,,,,
Pachi-Slot Aruze Oukoku 4,PS,2000,Misc,Aruze Corp,0,0,0.49,0.03,0.53,,,,
Bulletstorm,PS3,2011,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53,,,7.7,288
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,0.26,0.2,0,0.07,0.53,,,8,23
Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,,,8,25
Seaman,DC,1999,Simulation,Sega,0,0,0.52,0,0.52,,,8.4,16
The Grinch,PS,1999,Adventure,Konami Digital Entertainment,0.29,0.2,0,0.03,0.52,,,,
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.21,0.12,0.13,0.07,0.52,,,7.2,6
Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,0.25,0.19,0,0.08,0.52,,,8.4,16
Tales of Destiny,PS2,2006,Role-Playing,Namco Bandai Games,0,0,0.52,0,0.52,,,,
Stuntman: Ignition,PS3,2007,Racing,THQ,0.17,0.26,0,0.1,0.52,,,6.2,12
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010,Simulation,Electronic Arts,0.49,0,0,0.03,0.52,,,,
F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0,0.05,0.52,,,8,114
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,0.17,0,0.33,0.02,0.52,,,8.2,21
GT Pro Series,Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,,,4,21
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.19,0,0.05,0.52,,,7.8,19
The Golden Compass,PS2,2007,Action,Sega,0.13,0,0,0.39,0.52,,,5.2,6
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,0.29,0.2,0,0.03,0.52,,,9.1,37
F1 2009,PSP,2009,Racing,Codemasters,0.08,0.29,0,0.16,0.52,,,7.2,14
Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0,0.03,0.52,,,8.5,36
Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52,,,9,126
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,,,7.1,93
NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0,0,0.04,0.52,,,5.3,19
Guinness World Records: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,0.47,0.01,0,0.04,0.52,,,tbd,
We Love Katamari,PS2,2005,Puzzle,Electronic Arts,0.26,0.2,0,0.07,0.52,,,8.9,51
Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0,0.04,0.52,,,6.9,22
NCAA Football 2003,XB,2002,Sports,Electronic Arts,0.39,0.11,0,0.02,0.52,,,8.2,15
We Cheer,Wii,2008,Simulation,505 Games,0.47,0,0,0.04,0.52,,,7.3,13
Madden NFL 07,PS3,2006,Sports,Electronic Arts,0.47,0,0.01,0.04,0.52,,,4.2,22
Ready 2 Rumble Boxing: Round 2,PS,2000,Fighting,Midway Games,0.29,0.2,0,0.03,0.52,,,tbd,
LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,0.52,,,8.1,14
Mega Man 6,NES,1993,Platform,Capcom,0.28,0.07,0.16,0.01,0.52,,,,
NBA Live 09,PS3,2008,Sports,Electronic Arts,0.46,0,0.02,0.04,0.52,,,7.8,15
FIFA 12,PSP,2011,Sports,Electronic Arts,0.12,0.25,0.02,0.13,0.52,,,,
Mission: Impossible,PS,1999,Action,Infogrames,0.29,0.2,0,0.03,0.52,,,,
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.25,0,0.08,0.52,,,3.7,78
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,0.09,0.31,0,0.11,0.52,,,3.9,8
Rival Schools: United By Fate,PS,1998,Fighting,Capcom,0.12,0.08,0.28,0.03,0.52,,,,
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,,,6.6,425
Swing Away Golf,PS2,2000,Sports,Electronic Arts,0.17,0.13,0.18,0.04,0.52,,,tbd,
J-League Pro Soccer Club o Tsukurou! 3,PS2,2003,Sports,Sega,0,0,0.52,0,0.52,,,,
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,,,7.1,96
Freedom Fighters,PS2,2003,Shooter,Electronic Arts,0.25,0.2,0,0.07,0.52,,,8.4,57
Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,,,7.8,107
Gun,XB,2005,Shooter,Activision,0.38,0.12,0,0.02,0.52,,,7.8,29
That's So Raven 2: Supernatural Style,GBA,2005,Adventure,Disney Interactive Studios,0.37,0.14,0,0.01,0.52,,,tbd,
Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,0.46,0.01,0,0.04,0.52,,,8.1,22
The Punisher,PS2,2005,Action,THQ,0.25,0.2,0,0.07,0.52,,,8.2,56
Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52,,,8,227
Front Mission 3,PS,1999,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52,,,,
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006,Misc,Nintendo,0,0,0.52,0,0.52,,,,
SSX On Tour,PS2,2005,Sports,Electronic Arts,0.25,0.2,0,0.07,0.52,,,7.9,26
 Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,0.21,0.26,0,0.04,0.52,,,,
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,0.33,0.03,0.11,0.04,0.52,,,7.5,150
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0.14,0,0.01,0.52,,,8,6
Way of the Samurai 3,PS3,2008,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52,,,7.9,22
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.46,0.05,0,0,0.52,,,8.6,35
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,0.32,0.03,0.15,0.03,0.52,,,7.9,30
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0,0.01,0.52,,,8.1,12
Omega Boost,PS,1999,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52,,,,
NFL 2K3,XB,2002,Sports,Sega,0.38,0.11,0,0.02,0.52,,,,
Cars 2,PS3,2011,Racing,Disney Interactive Studios,0.22,0.21,0,0.09,0.52,,,,
Go Diego Go! Safari Rescue,Wii,2008,Action,Take-Two Interactive,0.47,0,0,0.04,0.52,,,,
SimAnimals,DS,2009,Simulation,Electronic Arts,0.26,0.2,0,0.05,0.52,,,7.5,4
NBA Live 2002,PS,2001,Sports,Electronic Arts,0.29,0.19,0,0.03,0.52,,,8.8,9
Jampack Winter 2002,PS2,2002,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,0.52,,,,
LEGO Marvel Super Heroes,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.11,0.29,0,0.11,0.51,,,,
Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,,,8.2,19
The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,0.13,0.07,0.27,0.05,0.51,,,6.1,113
Sonic & All-Stars Racing Transformed,WiiU,2012,Racing,Sega,0.19,0.26,0.02,0.04,0.51,,,,
Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0,0.09,0.51,,,7.3,18
Classic Word Games,DS,2009,Misc,Ubisoft,0.09,0.36,0,0.06,0.51,,,tbd,
Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.15,0,0.04,0.51,,,5.5,22
Fishing Derby,2600,N/A,Sports,Activision,0.48,0.03,0,0.01,0.51,,,,
Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,0.51,,,6.3,7
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.36,0.11,0,0.04,0.51,,,7.7,14
International Track & Field,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51,,,,
HSX HyperSonic.Xtreme,PS2,2002,Racing,Midas Interactive Entertainment,0.25,0.2,0,0.07,0.51,,,8.4,8
Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.03,0.08,0.04,0.51,,,6.4,229
Madden NFL 2004,GC,2003,Sports,Electronic Arts,0.4,0.1,0,0.01,0.51,,,7.7,17
Jikkyou Powerful Pro Yakyuu 10,PS2,2003,Sports,Konami Digital Entertainment,0,0,0.51,0,0.51,,,,
Summoner,PS2,2000,Role-Playing,THQ,0.25,0.2,0,0.07,0.51,,,7.8,12
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.15,0.08,0.22,0.06,0.51,,,8.2,298
Virtual Pool,PS,1997,Sports,Interplay,0.28,0.19,0,0.03,0.51,,,,
DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0.11,0,0.06,0.51,,,7.4,139
Jam With the Band,DS,2008,Misc,Nintendo,0,0,0.51,0,0.51,,,,
NBA Live 07,PSP,2006,Sports,Electronic Arts,0.47,0,0,0.04,0.51,,,7.5,4
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0.23,0.23,0,0.05,0.51,,,8.4,18
100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,0.35,0.12,0,0.04,0.51,,,6.2,6
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0.15,0,0.08,0.51,,,3.6,196
Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.47,0,0,0.04,0.51,,,7.6,38
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.25,0.21,0,0.05,0.51,,,7.4,13
Ratatouille,PS3,2007,Action,THQ,0.09,0.32,0,0.1,0.51,,,4.8,4
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005,Misc,THQ,0.37,0.14,0,0.01,0.51,,,,
Wrecking Crew,NES,1985,Platform,Nintendo,0,0,0.51,0,0.51,,,,
Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,0.41,0.09,0,0.01,0.51,,,,
International Superstar Soccer 2000 (All region sales),N64,1999,Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51,,,,
NBA Live 2004,XB,2003,Sports,Electronic Arts,0.44,0.04,0,0.02,0.51,,,8.2,11
Iron Man,DS,2008,Action,Sega,0.35,0.12,0,0.05,0.51,,,7,4
Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0,0.04,0.51,,,7.8,314
Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,0,0,0.48,0.03,0.51,,,,
Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,,,8.4,17
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,0.37,0.14,0,0.01,0.51,,,8.8,8
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,0.44,0.03,0,0.04,0.51,,,8.1,21
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51,,,8.4,55
Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0,0.46,0,0.05,0.51,,,8.6,3542
Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0,0.3,0.02,0.51,,,7.3,24
NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0,0.07,0.51,,,4.6,51
SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,0.12,0.2,0.07,0.12,0.51,,,6.2,45
Dishonored,PC,2012,Action,Bethesda Softworks,0.26,0.19,0,0.06,0.51,,,,
Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,0.36,0.08,0.02,0.04,0.51,,,7.5,33
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,,,7.7,67
Petz: Hamsterz Life 2,DS,2007,Misc,Ubisoft,0.47,0,0,0.04,0.51,,,tbd,
World Championship Poker,XB,2004,Misc,Crave Entertainment,0.37,0.11,0,0.02,0.51,,,tbd,
The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0,0.06,0.51,,,4.8,4
WWE 2K16,PS3,2015,Sports,Take-Two Interactive,0.22,0.21,0,0.08,0.51,,,6,21
Final Fantasy,WS,2000,Role-Playing,SquareSoft,0,0,0.51,0,0.51,,,,
Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,0.36,0.13,0,0.01,0.51,,,7,21
NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0,0.02,0.51,,,8.1,8
Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,0.25,0.19,0,0.06,0.51,,,7.8,191
River Raid II,2600,1988,Shooter,Activision,0.47,0.03,0,0.01,0.51,,,,
Capcom Classics Collection,PS2,2005,Misc,Capcom,0.22,0.17,0.05,0.06,0.51,,,8.4,5
My Word Coach,Wii,2007,Misc,Ubisoft,0.46,0.01,0,0.04,0.51,,,tbd,
Monopoly Party,PS2,2002,Misc,Infogrames,0.25,0.19,0,0.06,0.51,,,,
Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.29,0.18,0,0.04,0.51,,,5.6,39
NHL FaceOff 98,PS,1997,Sports,Sony Computer Entertainment,0.28,0.19,0,0.03,0.51,,,,
The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.2,0,0.05,0.51,,,8.2,141
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,0.36,0.13,0,0.01,0.5,,,tbd,
Sonic Riders,PS2,2006,Racing,Sega,0.42,0.02,0,0.07,0.5,,,7.2,25
Looney Tunes: Back in Action,PS2,2003,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0,0.06,0.5,,,7.5,6
Monsters vs. Aliens,DS,2009,Action,Activision,0.33,0.13,0,0.05,0.5,,,tbd,
Midnight Magic,2600,1983,Action,Atari,0.47,0.03,0,0.01,0.5,,,,
NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5,,,8.4,61
Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,0.17,0.28,0,0.06,0.5,,,8.4,60
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0.44,0.03,0,0.04,0.5,,,7.8,46
Midnight Club II,XB,2003,Racing,Take-Two Interactive,0.42,0.06,0,0.02,0.5,,,7.6,12
Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,0,0,0.5,0,0.5,,,,
Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,0.31,0.12,0,0.07,0.5,,,tbd,
Ratatouille,Wii,2007,Action,THQ,0.43,0.03,0,0.04,0.5,,,6.7,12
Avatar: The Last Airbender,GC,2006,Adventure,THQ,0.39,0.1,0,0.01,0.5,,,6.5,4
Blue's Clues: Blue's Big Musical,PS,2001,Misc,THQ,0.28,0.19,0,0.03,0.5,,,,
The Mummy Returns,PS2,2001,Action,Universal Interactive,0.25,0.19,0,0.06,0.5,,,7,11
Cars Toon: Mater's Tall Tales,Wii,2010,Misc,Disney Interactive Studios,0.45,0.02,0,0.03,0.5,,,tbd,
Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,THQ,0.46,0.01,0,0.04,0.5,,,,
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0,0.06,0.5,,,8.4,104
Disney Sing It,PS2,2008,Misc,Disney Interactive Studios,0.25,0.19,0,0.06,0.5,,,tbd,
Chopper Command,2600,1982,Shooter,Activision,0.47,0.03,0,0.01,0.5,,,,
Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.22,0,0.09,0.5,,,6.9,28
Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,0.25,0.19,0,0.06,0.5,,,6.5,36
Activision Anthology,PS2,2002,Misc,Activision,0.25,0.19,0,0.06,0.5,,,7.7,6
Picross DS,DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.5,,,8.7,36
Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,0.1,0.34,0,0.07,0.5,,,6.6,55
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,0.36,0.02,0.07,0.04,0.5,,,7.1,24
Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.27,0,0.15,0.5,,,7.3,29
Harry Potter and the Half-Blood Prince,PSP,2009,Action,Electronic Arts,0.18,0.2,0,0.12,0.5,,,6.6,9
Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,0.25,0.13,0.04,0.07,0.5,,,7.5,169
R.U.S.E.,PS3,2010,Strategy,Ubisoft,0.18,0.22,0.02,0.08,0.5,,,7.3,50
Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,,,7.8,113
Prince of Persia Trilogy,PS3,2010,Action,Ubisoft,0.17,0.24,0,0.09,0.5,,,,
Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,0.25,0.2,0,0.05,0.5,,,6,96
Rugrats in Paris: The Movie,N64,2000,Action,THQ,0.4,0.09,0,0.01,0.5,,,,
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009,Adventure,GSP,0.12,0.32,0,0.06,0.5,,,,
Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,0.24,0.19,0,0.06,0.5,,,8.3,8
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,0.13,0.05,0.31,0.01,0.5,,,9.1,26
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010,Shooter,Activision,0.24,0.18,0,0.08,0.5,,,,
Super Robot Taisen MX,PS2,2004,Strategy,Banpresto,0,0,0.5,0,0.5,,,,
Sega Bass Fishing,Wii,2008,Sports,Sega,0.45,0.01,0,0.04,0.5,,,6.3,9
Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,0.28,0.19,0,0.03,0.5,,,,
Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,,,8.7,25
RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5,,,8.2,9
Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,0.47,0,0,0.03,0.5,,,6.4,22
Rooms: The Main Building,DS,2010,Adventure,Nintendo,0.1,0.34,0.01,0.05,0.5,,,tbd,
Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0,0,0.04,0.5,,,7.4,5
Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.04,0,0.04,0.5,,,8.1,140
Star Wars: Clone Wars,PS2,2002,Shooter,LucasArts,0.24,0.19,0,0.06,0.5,,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0,0.06,0.5,,,7.3,8
Madden NFL 13,Wii,2012,Sports,Electronic Arts,0.47,0,0,0.03,0.5,,,7.3,4
Madden NFL 11,PS2,2010,Sports,Electronic Arts,0.41,0.02,0,0.07,0.5,,,7,4
Monster Hunter,PS2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5,,,8.9,46
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0,0.04,0.5,,,8.2,30
Tony Hawk's Underground 2,GC,2004,Sports,Activision,0.38,0.1,0,0.01,0.5,,,8.9,17
SplashDown: Rides Gone Wild,PS2,2003,Racing,THQ,0.24,0.19,0,0.06,0.5,,,8.7,16
Super Famista 5,SNES,1996,Sports,Namco Bandai Games,0,0,0.5,0,0.5,,,,
Shrek SuperSlam,PS2,2005,Action,Activision,0.24,0.19,0,0.06,0.5,,,9,26
Rayman Advance,GBA,2001,Platform,Ubisoft,0.36,0.13,0,0.01,0.5,,,8.4,16
Super Robot Taisen Z,PS2,2008,Strategy,Namco Bandai Games,0,0,0.5,0,0.5,,,,
PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.46,0.03,0.5,,,,
Wet,X360,N/A,Shooter,Bethesda Softworks,0.23,0.21,0.01,0.05,0.5,,,7.3,86
Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0.41,0.02,0,0.07,0.5,,,8.2,29
Fantastic 4,PS2,2005,Action,Activision,0.41,0.01,0,0.07,0.5,,,7.8,19
Men in Black II: Alien Escape,PS2,2002,Shooter,Infogrames,0.24,0.19,0,0.06,0.5,,,7.3,6
RealSports Tennis,2600,1982,Sports,Atari,0.46,0.03,0,0.01,0.5,,,,
Nicktoons: Attack of the Toybots,PS2,2007,Platform,THQ,0.24,0.19,0,0.06,0.5,,,tbd,
Raiders of the Lost Ark,2600,1981,Action,Atari,0.46,0.03,0,0.01,0.5,,,,
Gauntlet,2600,1982,Action,Answer Software,0.46,0.03,0,0.01,0.5,,,,
Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,0.5,,,8.1,157
Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.46,0,0,0.04,0.49,,,8,16
Spider-Man 2,DS,2004,Action,Activision,0.41,0.02,0.03,0.04,0.49,,,5,6
Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,,,7.2,56
Picross 3D,DS,2009,Puzzle,Nintendo,0.28,0.03,0.16,0.02,0.49,,,8.4,33
Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,,,7,28
Cars Mater-National Championship,Wii,2007,Racing,THQ,0.46,0,0,0.04,0.49,,,6.7,6
Tony Hawk's Underground 2,GBA,2004,Sports,Activision,0.35,0.13,0,0.01,0.49,,,tbd,
Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49,,,5.5,31
Euro Truck Simulator,PC,2008,Simulation,Rondomedia,0,0.42,0,0.07,0.49,,,7.6,35
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,0.44,0.02,0,0.04,0.49,,,5.6,7
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015,Action,Square Enix,0,0,0.49,0,0.49,,,,
F1 2012,X360,2012,Racing,Codemasters,0.1,0.34,0,0.05,0.49,,,6.9,56
NBA 2K11,Wii,2010,Action,Take-Two Interactive,0.46,0.01,0,0.03,0.49,,,tbd,
Ice Hockey,2600,1980,Sports,Activision,0.46,0.03,0,0.01,0.49,,,,
Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0,0.04,0.49,,,7.6,38
Babysitting Mama,Wii,2010,Simulation,505 Games,0.33,0.12,0,0.04,0.49,,,tbd,
Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,,,7.2,46
The Matrix: Path of Neo,PS2,2005,Action,Atari,0.41,0.01,0,0.07,0.49,,,7.9,42
Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,Atari,0.13,0.02,0.32,0.02,0.49,,,7.6,28
Sonic Lost World,3DS,2013,Platform,Sega,0.24,0.14,0.07,0.03,0.49,,,6.5,144
WWE Wrestlemania X8,GC,2002,Fighting,THQ,0.38,0.1,0,0.01,0.49,,,6.9,20
Boogie,Wii,2007,Misc,Electronic Arts,0.43,0.03,0,0.04,0.49,,,5.3,54
